TAZID,TOTHH,HHPOP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ
1602,622,1865.179979,0,0,0,0,0,104,0,0,0,0,31,42
1603,297,804.3324644,2,1,0,1,18,12,40,18,0,0,17,20
1604,564,1527.925039,725,869,0,35,178,190,56,1055,0,0,186,39
1605,766,2531.519639,526,149,0,21,209,155,472,421,0,0,119,52
1606,409,1413.436719,0,0,0,0,0,114,0,0,0,0,24,30
1607,125,374.0580621,5,1,26,19,15,96,24,36,0,0,15,9
1608,518,1897.862394,0,0,0,0,0,0,0,0,0,0,22,35
1609,633,1518.740759,5,2,0,5,15,65,30,33,0,0,35,44
1610,400.5,1315.072315,0,0,0,0,1,0,0,0,0,0,18,29
1611,565,1720.051991,0,0,0,0,1,0,38,0,0,0,26,39
1612,225,781.8356916,3,0,0,4,620,1,149,16,2,0,44,16
1613,479,1059.855196,26,18,19,41,151,179,147,253,0,0,58,33
1614,309,945.3639901,23,38,8,40,164,74,116,168,0,0,42,21
1615,6,14.30846636,175,148,671,437,138,42,21,502,0,2,93,0
1616,1,1,58,71,7,42,144,39,0,144,0,0,23,0
1617,225,616.2796565,277,12,61,211,41,49,0,395,0,0,134,16
1618,225,433.350453,112,15,81,151,41,40,32,340,0,0,121,18
1619,1440,2721.732187,16,10,3,57,67,59,3,147,0,0,79,98
1620,290,760.387231,364,106,8,36,323,81,6,492,0,0,158,22
1621,308,582.5712473,145,25,0,22,63,66,0,224,0,0,44,21
1622,300,753.2354992,317,19,0,43,95,74,0,298,0,0,52,20
1623,431,661.2851299,112,116,2,12,35,46,6,301,0,0,47,29
1624,259,651.0325255,21,71,0,22,288,76,204,295,0,0,54,18
1625,715,1773.222298,18,7,0,22,254,103,162,219,0,0,66,49
1626,733,2000.098849,41,4,0,12,92,167,18,93,0,0,52,52
1627,264,503.8725657,68,33,40,133,146,85,146,393,0,73,105,22
1628,308,805.3565318,49,13,0,36,78,131,29,217,0,0,40,21
1629,341,639.8068445,106,85,1,34,168,488,68,456,0,0,90,25
1630,927,2260.733644,33,9,0,25,178,96,37,200,0,0,67,65
1631,694,1733.362174,0,0,0,1,10,52,94,60,0,0,39,48
1632,321,817.6224434,99,50,23,127,970,315,1200,1360,0,0,198,22
1633,0,0,95,58,15,119,525,203,229,994,0,0,101,0
1634,0,0,324,3,0,30,130,46,7046,143,0,0,357,0
1635,25,60.29991039,141,393,0,9,78,90,0,368,0,0,48,2
1636,218,532.4783382,0,65,0,1,34,42,68,93,0,0,23,15
1637,849,1390.016514,18,8,0,57,136,121,167,293,0,0,73,58
1638,322,1062.890839,0,0,0,0,0,0,0,0,1,0,14,22
1639,494,1525.867668,0,0,0,0,0,0,0,0,0,0,21,34
1640,521,1800.777641,228,30,3,40,333,52,784,1663,0,0,165,36
1641,0,0,66,54,47,40,120,272,12,364,0,0,45,0
1642,4,8.176376445,11,2,6,79,11,19,0,59,0,0,10,0
1643,541,1350.101167,511,116,48,92,219,316,189,582,0,0,121,39
1644,594,1426.757678,83,106,1,24,252,380,153,314,0,0,86,44
1645,1093,1917.390101,203,91,0,64,215,175,90,602,0,2,112,75
1646,445,1264.238823,57,58,0,60,263,266,101,652,0,0,88,31
1647,441,937.2137827,78,17,0,14,49,80,0,347,0,0,46,30
1648,625,2112.492661,1,0,0,0,15,92,1,1,0,0,32,43
1649,209,599.9253622,125,69,0,59,167,260,888,392,0,0,96,14
1650,344,982.1609553,7,1,0,26,43,64,50,50,0,0,26,23
1651,416,1320.44054,256,132,0,66,257,123,190,479,0,0,85,28
1652,595,1619.90658,7,22,0,9,39,23,107,174,0,0,51,43
1653,667.9999998,1159.020795,13,5.999999998,8.999999997,24.99999999,136,429.9999999,35.99999999,141,0,0,72,50
1654,496,1520.758299,0,0,2,8,3,0,0,3,0,0,22,34
1655,11,23.50698607,0,0,0,0,1,1,0,37,0,0,2,1
1656,233,806.3640512,4,0,0,4,0,26,0,5,0,0,12,16
1657,12,33.72668695,21,1,118,72,18,4,0,148,0,0,17,1
1658,2,7.154040761,26,23,147,90,17,10,27,55,0,0,17,0
1659,553,1513.615611,475,111,0,48,180,203,51,668,0,0,177,39
1660,32,64.38906071,2223,975,8,34,150,81,193,353,0,0,449,5
1661,799,1599.506817,11,125,31,55,524,118,223,305,0,0,95,55
1662,254,796.1485836,11,3,0,7,26,30,262,87,0,0,29,17
1663,350,1255.022985,162,131,24,80,619,339,275,1062,0,0,136,24
1664,590.9999834,1315.364422,39.99999887,66.99999812,3.999999887,16.99999952,171.9999952,60.99999828,190.9999946,531.999985,0,2,81,41
1665,766.9999978,1842.724955,31.99999991,3.999999988,0,11.99999997,121.9999996,16.99999995,63.99999981,117.9999997,0,0,49,53
1666,371,795.1491457,0,0,0,0,0,0,0,0,0,0,16,25
1667,245,526.3518284,0,0,0,0,0,0,0,0,0,0,11,17
1668,2,2,57,2,182,167,74,17,0,98,0,0,27,0
1669,492,1035.330878,61,21,6,12,51,64,12,279,0,0,151,35
1670,527.0000008,1244.837537,2.000000003,0,0,2.000000003,110.0000002,7.00000001,13.00000002,39.00000006,0,0,30,36
1671,389,966.8403514,37,10,0,8,66,50,93,140,0,0,37,27
1672,470,1231.541206,29,6,9,17,29,33,148,59,0,0,35,32
1673,498,1591.273292,0,0,0,0,0,72,0,0,0,0,25,34
1674,343,1284.658213,42,29,259,16,41,25,52,83,0,0,39,23
1675,331,1043.475504,0,0,0,0,0,34,0,0,0,0,16,23
1676,266,648.9899707,7,2,0,2,8,314,18,41,0,2,29,19
1677,443,1453.299345,16,1,0,2,2,5,0,47,0,0,22,30
1678,501,1162.054514,0,0,0,0,0,18,0,18,0,0,23,34
1679,207,619.3420434,0,0,0,0,9,0,0,11,0,0,10,14
1680,449,1001.598225,114,45,40,21,132,52,18,113,0,0,44,33
1681,554,1460.474359,28,49,14,15,87,9,14,146,0,0,42,41
1682,213,639.7822149,0,0,0,0,0,0,0,0,0,0,9,15
1683,476,1482.942269,0,0,0,0,11,43,0,28,0,0,24,33
1684,503,1481.925514,65,117,3,11,142,56,99,278,0,0,62,35
1685,631.75,1217.776025,82,39,12.25,61,65,64,144,175,0,0,61,50
1686,389.25,768.5819662,118,90,2,17,193,333,179,327,0,0,88,29
1687,349,1086.400903,0,0,0,0,0,0,0,0,0,0,15,24
1688,897,2227.003493,30,38,1,26,177,458,65,447,0,0,94,62
1689,934,2001.159476,76,29,1,6,60,64,63,188,0,5,63,65
1690,108,206.4548522,12,17,0,13,62,64,29,115,0,0,177,9
1691,172,520.2060768,4,2,1,2,25,23,8,46,0,0,13,13
1692,281,953.5342092,0,0,0,0,0,0,0,0,0,0,12,20
1693,329,1001.575135,0,5,0,0,0,0,7,0,0,0,15,23
1694,504,1536.089101,0,0,0,0,6,52,0,26,0,0,26,35
1695,273.7500029,702.6438982,0,12.00000013,205.0000021,8.000000084,15.00000016,73.00000077,10.0000001,78.00000082,0,0,30,20
1696,526.9999968,1129.357083,13.99999991,2.999999982,0,20.99999987,4.999999969,5.999999963,137.9999992,46.99999971,0,0,43,38
1697,231,695.992975,171,73,12,31,51,132,51,423,0,0,54,18
1698,238,720.5211422,12,10,2,4,46,33,1,138,0,0,21,17
1699,99,301.494549,0,82,0,1,0,0,0,12,0,0,8,7
1700,0,0,31,261,320,70,1116,195,227,2034,0,0,184,0
1701,1164,3460.549541,15,0,0,7,4,46,1,9,0,0,57,84
1702,0,0,10,38,101,165,92,146,18,422,2,0,43,0
1703,369,1275.465659,44,25,0,9,31,56,1,126,0,0,32,29
1704,607,2187.091609,0,0,0,0,0,0,0,0,1,0,27,42
1705,1691,5353.303912,4,23,0,18,0,2,0,27,0,0,76,115
1706,1283,2767.689764,20,13,0,34,342,130,17,437,0,0,99,88
1707,446,1637.251075,0,0,0,0,0,0,0,0,0,0,19,30
1708,407,1499.280206,0,0,0,0,0,0,0,0,0,0,19,30
1709,330.25,1084.353396,0,0,0,0,0,1,19,0,0,0,16,24
1710,344,1267.285242,0,0,0,0,0,0,0,0,0,0,15,24
1711,209,727.669218,182,107,0,51,113,175,8,566,2,0,63,14
1712,822,2131.947634,66,5,0,18,52,53,74,100,0,0,52,56
1713,315,842.1481092,12,0,0,0,0,1,29,21,0,0,17,22
1714,141,514.0684067,0,0,0,0,0,0,0,0,21,0,6,10
1715,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1716,198,680.6573625,0,0,0,0,0,64,0,0,15,0,11,14
1717,14,52.12218702,5,156,0,11,1,3,0,20,4,0,42,2
1718,465,1772.152242,0,0,0,0,0,62,0,0,0,0,23,32
1719,688,2626.546059,0,0,0,0,0,0,0,0,0,0,30,47
1720,535,1538.138967,17,8,0,12,14,16,0,51,3,0,29,38
1721,0,0,1839,1307,39,40,633,209,309,1360,0,0,251,0
1722,720,2670.496102,14,1,1,4,5,89,165,11,1,0,44,49
1723,688,2546.833893,39,39,0,8,31,79,20,134,0,0,46,47
1724,740,1805.929535,26,9,1,1,5,75,50,27,0,0,41,51
1725,965,2684.850557,167,157,0,49,118,325,136,510,1,0,109,69
1726,1169,3014.979934,299,119,9,62,104,190,191,402,1,0,112,80
1727,736.9999981,1968.419137,117.9999997,147.9999996,4.999999987,45.99999988,128.9999997,261.9999993,1.999999995,326.9999992,1,0,79,51
1728,807,2952.571277,15,0,0,3,1,2,0,12,45,0,38,55
1729,790,2709.343704,0,0,0,0,0,0,0,0,5,0,34,54
1730,315,1079.240706,262,241,0,51,20,21,17,98,7,0,44,22
1731,770.5,2427.281488,0,0,0,0,0,0,0,0,0,0,38,60
1732,593,1865.174399,0,0,0,0,0,81,0,0,0,0,33,46
1733,482,1484.987325,53,21,7,34,64,143,0,253,1,0,185,42
1734,863,2149.328687,36,67,6,6,29,125,7,81,1,0,53,59
1735,508,2480.372453,18,0,0,0,0,64,0,0,4,0,26,35
1736,136,386.3235888,10,0,0,0,2,3,7,10,0,0,7,9
1737,1,1,69,33,287,603,137,166,7,414,2,0,76,0
1738,453.25,1566.482375,25,41,0,18,41,41,145,94,0,0,39,33
1739,684,1807.962661,11,38,8,90,4,150,43,55,0,0,47,47
1740,479,1167.160035,65,4,118,39,18,19,0,165,0,0,40,33
1741,713,2238.209547,171,44,0,102,118,294,25,154,0,0,70,49
1742,476,1374.61548,32,33,7,27,75,118,6,264,0,0,46,33
1743,55,158.4129642,37,48,0,61,22,436,8,173,0,0,37,4
1744,10.00000005,41.90190911,134.0000007,47.00000025,57.00000031,144.0000008,32.00000017,320.0000017,0,300.0000016,0,0,188,7
1745,29.99999979,93.0032989,0.999999993,0,0,5.999999957,1.999999986,9.999999929,0,6.99999995,10,0,2,2
1746,841,3259.163072,0,0,0,0,0,170,0,0,0,0,45,59
1747,512,2038.890457,0,0,0,0,0,0,0,0,4,0,22,35
1748,237,731.7624091,0,0,0,0,0,0,0,0,0,0,11,17
1749,762.9999991,2731.821424,0,0,0,0,0.999999999,64.99999992,3.999999995,0,0,0,36,52
1750,793.0000007,2986.292964,0,0,0,0,0,0,0,0,1,0,34,54
1751,664.25,2294.918429,0,0,3,1,0,0,0,0,0,0,29,46
1752,224,650.00384,3,2,0,4,12,82,0,20,0,0,15,15
1753,366,1060.855404,3,1,0,9,39,80,0,22,1,0,23,25
1754,672.0000019,2885.096553,63.00000018,8.000000023,144.0000004,155.0000004,94.00000027,110.0000003,130.0000004,444.0000013,0,0,79,46
1755,18,67.45221939,0,0,0,0,0,61,0,0,23,0,3,1
1756,265,1055.726215,6,2,0,14,36,29,202,48,6,0,26,18
1757,0,0,1,0,0,2,0,1,0,2,4,0,0,0
1758,383,1311.236632,0,29,0,0,1,280,0,8,0,0,30,26
1759,5,15.33022479,73,4,41,285,15,59,0,255,5,0,34,0
1760,1260,4136.077522,101,83,0,81,209,219,956,431,0,0,146,86
1761,319,891.2025195,31,6,242,16,34,44,36,98,0,0,36,22
1762,56,166.5887634,91,35,0,11,30,85,12,159,0,0,22,4
1763,228,662.2680198,334,83,0,61,211,295,199,552,0,0,86,16
1764,478,1387.901226,268,283,3,84,401,338,68,678,0,0,114,33
1765,441.9999978,1390.960144,6.999999966,0,0,13.99999993,118.9999994,85.99999958,0,142.9999993,9,0,60,31
1766,0,0,0,0,8,0,0,5,0,0,68,0,1,0
1767,390,1298.974569,28,6,438,1100,114,130,2,334,12,0,113,28
1768,0,0,0,0,0,0,0,0,0,0,25,0,0,0
1769,0,0,72,4,893,230,49,68,0,186,3,2,65,0
1770,0,0,116.9999999,1,901.9999996,280.9999999,1,9.999999995,0,101,9,0,61,0
1771,771.0000043,2473.269417,1.000000006,1.000000006,1.000000006,37.0000002,3.000000017,8.000000044,0,20.00000011,0,0,37,53
1772,314.0000001,1044.494185,0,0,0,0,0,0,0,0,0,0,14,21
1773,493,1664.852791,0,0,0,0,0,0,0,0,1,0,21,34
1774,152,498.7412606,113,33,0,161,46,53,122,119,0,0,35,10
1775,330,1084.353346,61,116,0,26,20,19,0,119,0,0,30,23
1776,9,29.6383063,3,1,0,45,58,82,0,20,0,0,10,1
1777,320,987.2660914,2,36,0,2,12,1,212,25,0,0,26,22
1778,183,541.6691612,0,0,0,0,1,90,74,10,1,0,15,12
1779,994,2299.580669,107,18,0,11,52,44,26,338,0,0,69,68
1780,547,1588.216868,184,157,1,213,349,233,168,738,1,0,115,37
1781,305,963.7583357,119,73,15,33,150,139,137,245,0,0,53,21
1782,9,26.57245377,26,7,574,314,41,65,58,272,0,0,62,1
1783,0,0,0,0,0,0,0,0,0,0,18,20,0,0
1784,0,0,0,0,0,1,1,1,0,1,0,0,0,0
1785,0,0,0,0,175,2,0,1,0,1,0,0,8,0
1786,1,6.131897496,140,30,9,386,332,206,0,477,0,0,69,0
1787,588,1809.988091,392,106,2,138,190,262,55,579,0,0,104,42
1788,555,1256.084382,0,0,0,0,0,0,0,0,0,0,24,38
1789,673.75,1614.045495,155,293,0,6,21,16,163,518,0,0,81,48
1790,0,0,107.0000001,60.00000004,0,840.0000006,1360.000001,846.0000006,0,1283.000001,0,0,198,0
1791,0,0,63,91,211,131,107,39,0,272,0,0,41,0
1792,926,1450.326431,259,87,52,108,416,59,24,421,0,0,104,65
1793,327,596.8822151,35,27,0,18,83,91,8,212,0,0,41,23
1794,571,1139.585065,51,205,0,30,175,137,88,405,0,0,74,39
1795,357,635.7221199,720,539,0,26,330,32,16,507,0,0,109,24
1796,678,1322.534855,14,200,9,16,75,57,44,167,0,0,58,51
1797,1049,2519.821664,0,0,0,0,0,0,0,0,0,0,47,75
1798,0,0,510,165,0,13,81,67,18,329,0,0,51,0
1799,578.5,1386.387679,51,1,30,39,7,3,2,24,0,0,33,41
1800,206,395.5346157,72,16,262,51,18,16,567,381,0,0,92,18
1801,911,1767.128306,66,208,0,54,125,82,35,331,0,0,82,66
1802,480,934.1554345,258,138,90,68,215,270,231,741,0,0,127,35
1803,500,1108.912878,60,16,10,21,61,82,181,177,0,0,50,36
1804,354,888.1434015,21,1,3,3,27,7,14,17,0,0,20,25
1805,212,551.8942497,44,241,0,18,28,177,91,225,0,0,47,17
1806,976,2337.389386,239,56,21,18,46,52,40,232,0,0,74,67
1807,387,931.071687,21,19,0,3,205,95,28,157,0,0,40,26
1808,0,0,21.00000003,20.00000003,0,40.00000005,262.0000003,228.0000003,0,360.0000005,0,0,41,0
1809,1088,2868.825377,16,4,0,41,31,32,4,111,0,0,60,77
1810,281,385.9802337,4,8,0,74,17,28,0,23,0,0,19,19
1811,262,651.0331027,1,0,0,7,2,250,8,4,0,0,23,18
1812,210.9999999,523.2794332,40.99999997,27.99999998,0,45.99999997,23.99999998,49.99999997,13.99999999,111.9999999,0,0,24,14
1813,759,1749.725894,36,6,0,29,54,64,0,133,0,0,48,53
1814,412,1388.910477,66,17,9,45,58,126,0,171,0,0,40,28
1815,542,1240.752618,33,1,93,25,25,28,3,83,0,0,36,37
1816,455.9999999,1186.572675,1,1,0,1,4.999999999,6.999999999,79.99999999,14,0,0,24,31
1817,284,870.7567678,67,16,0,17,56,49,0,176,0,0,29,19
1818,207,579.4859605,17,5,23,92,50,78,0,133,0,0,27,14
1819,195.25,545.2483458,0,0,0,0,0,0,0,0,0,0,9,14
1820,347,905.515219,1,1,0,4,18,3,0,33,0,0,18,24
1821,148,451.730752,26,3,14,3,0,46,1,303,0,0,24,10
1822,313,604.0331772,19,4,0,16,60,27,98,141,0,0,37,23
1823,406,1120.136249,210,64,1,178,114,138,101,271,0,0,65,28
1824,759,2027.696524,159,48,32,90,151,252,131,368,0,0,92,59
1825,1075,2659.322967,31,94,21,13,71,46,40,210,0,0,74,80
1826,0,0,88,139,0,728,3366,590,270,3654,0,0,384,0
1827,241,644.8973569,0,39,11,0,9,10,2,8,0,0,14,16
1828,14.5,32.44978088,0,6,257,7,0,36,0,0,0,0,1053,43
1829,596.9999997,1149.809575,26.99999999,4.999999998,1,37.99999998,268.9999999,82.99999996,99.99999995,290.9999999,0,0,63,43
1830,0,0,104,37,2,139,1034,389,42,1513,0,0,146,0
1831,1015.25,2802.129064,0,0,1,3,34,0,8,0,0,0,54,81
1832,0,0,978,362,13,26,147,165,0,750,0,0,118,0
1833,541,1725.157127,100,75,6,3,322,103,267,166,0,0,69,37
1834,721,2311.025074,84,91,7,27,109,36,79,165,0,0,59,51
1835,653,1841.936535,98.25,58,66,29,74,520,102,342,0,0,88,46
1836,765.5,1938.532574,0,0,0,0,21,0,0,0,0,0,39,53
1837,373,895.3007135,12,17,0,13,47,37,96,102,1,0,32,27
1838,175,420.055471,1,1,0,10,8,8,62,16,0,0,13,13
1839,117,274.9272907,1,0,21,1,5,6,10,8,3,0,8,9
1840,684.9999989,1579.045861,0,2.999999995,0,0,13.99999998,137.9999998,0.999999998,12.99999998,0,0,38,48
1841,977,2810.55282,17,305,244,13,61,55,8,98,0,0,82,67
1842,813.25,2013.910627,0,0,11,4,20,5,5,21,0,0,38,56
1843,341,1154.870071,5,2,0,7,33,7,172,104,0,0,29,23
1844,346.9999994,896.3176599,7.999999987,0,8.999999985,0,18.99999997,1.999999997,28.99999995,29.99999995,0,0,19,24
1845,518,1839.611196,6,0,2,0,0,0,0,1,0,0,23,35
1846,810.5,2095.666156,167,7,163,8,31,77,24,50,0,0,58,57
1847,567.5,1533.546472,0,0,0,42,22,0,55,24,0,0,33,42
1848,82.75,187.0329278,0,0,0,0,0,0,0,0,0,0,38,8
1849,248.75,597.1225097,22,150,1,13,320,16,200,486,0,0,64,18
1850,476,1145.69849,10,2,0,6,24,24,6,39,0,0,26,33
1851,187,431.2992394,3,44,0,1,3,74,0,12,0,0,14,13
1852,1099,3070.15181,53,32,0,32,119,200,80,243,0,0,90,75
1853,1306,2934.272178,108,256,1,51,345,249,278,866,0,0,155,89
1854,630,1885.620535,0,0,1,0,6,0,1,0,0,0,28,44
1855,266,746.0753011,0,0,0,0,0,0,0,0,1,0,13,20
1856,399,1084.366623,21,28,12,37,117,103,82,189,0,0,45,29
1857,644,1745.615963,0,0,2,0,0,97,0,6,0,0,33,45
1858,381,1341.894773,37,1,9,2,51,55,33,37,0,0,27,27
1859,564,1747.644471,75,56,15,34,98,173,38,336,0,0,62,40
1860,624.25,2110.704102,5,0,24,4,17,8,26,219,0,0,40,43
1861,0,0,217,44,336,387,1358,433,11,1254,0,0,178,0
1862,618,1532.023234,37,32,37,133,50,57,1,431,0,0,62,42
1863,490,1213.14994,43,66,7,13,30,33,0,166,0,0,38,33
1864,553,1548.361939,19,7,0,29,26,37,0,111,0,0,35,38
1865,420,869.760986,21,4,0,6,40,30,0,63,0,0,26,29
1866,990,2158.550682,45,56,26,57,150,98,87,323,0,0,80,68
1867,241,684.7534398,9,3,1,7,51,34,8,69,0,0,23,17
1868,437,1567.756685,16,0,0,0,7,60,9,84,0,0,28,32
1869,350,1271.374199,0,0,0,0,0,0,0,0,0,0,15,24
1870,503,1320.45728,160,6,221,227,328,358,53,315,0,0,95,35
1871,0,0,219,5,182,124,80,10,0,119,0,0,32,0
1872,53,109.3589388,211,168,13,178,414,214,191,1263,0,0,154,4
1873,65,173.7441511,149,88,59,100,575,272,109,1452,0,0,127,4
1874,184,531.4498451,48,4,3,23,87,9,3,31,0,0,20,13
1875,140,380.1926534,0,0,0,52,0,79,0,9,0,0,12,10
1876,147,429.247641,16,1,20,3,6,10,6,16,0,0,10,11
1877,390,1243.789223,67,31,0,49,91,151,44,279,0,0,52,31
1878,614,1653.634615,47,140,0,62,133,254,1,381,0,0,71,42
1879,541,1179.435375,128,106,8,49,160,224,94,614,0,0,86,37
1880,438,1240.732607,672,237,0,38,206,267,13,875,0,0,122,30
1881,400,963.7766155,45,65,0,10,93,52,175,229,0,0,46,27
1882,454,1324.535655,0,0,0,0,0,0,0,0,0,0,20,31
1883,1450,4210.716494,194,100,30,125,62,117,84,266,0,0,110,105
1884,393,1216.197128,0,0,0,0,0,73,0,0,0,0,20,27
1885,620,1192.735937,116,14,85,153,197,25,47,341,0,0,71,44
1886,0,0,34,17,57,60,563,430,69,1463,0,0,117,0
1887,216,443.5682297,64,67,1378,72,263,245,0,965,0,0,177,15
1888,0,0,65,31,0,77,280,463,0,970,0,37,83,0
1889,242,708.2585017,0,0,0,0,0,0,0,0,0,0,12,18
1890,474,1399.141915,129,51,37,37,147,142,65,438,0,0,67,32
1891,326,953.542868,125,139,2,103,220,288,162,787,0,0,95,22
1892,343,984.2046645,13,1,1,0,3,52,922,12,0,0,58,23
1893,274,832.9426624,14,25,0,28,135,595,49,153,0,0,56,19
1894,457.75,1219.019951,239,234,12,18,85,102,0,446,0,0,71,33
1895,511,1700.624534,53,13,0,22,84,95,10,325,0,0,49,36
1896,310,958.6495435,0,0,0,0,0,0,0,0,0,0,13,21
1897,494,1011.826393,44,154,51,348,3015,680,31,3579,0,0,364,34
1898,1000,2047.159964,1,0,0,1,3,0,343,30,0,0,66,78
1899,300.0000005,735.862336,58.00000009,16.00000002,8.000000012,13.00000002,39.00000006,58.00000009,20.00000003,153.0000002,0,0,29,20
1900,196,643.8667472,0,0,0,0,7,1,15,6,0,0,10,13
1901,455,1470.674818,3,7,0,9,24,100,104,100,0,0,37,34
1902,75,227.9094702,38,4,15,11,44,67,166,47,0,0,21,5
1903,741.5,2424.465604,0,0,4,0,0,0,0,0,0,0,34,53
1904,996,2609.232159,0,0,0,0,0,0,0,0,0,0,43,68
1905,507,1581.055516,0,0,0,0,0,93,0,0,0,0,26,35
1906,150.25,423.6275282,0,0,0,0,0,0,0,0,0,0,8,12
1907,189.5,578.2051683,0,79,0,0,0,0,0,0,0,0,18,15
1908,0,0,475,384,20,136,665,375,137,1683,0,192,172,0
1909,345,1000.556263,295,223,20,45,104,119,0,498,0,0,73,25
1910,671,1959.208885,9,71,2,3,4,4,2,61,0,0,36,46
1911,667,1617.876533,7,47,0,4,6,66,0,78,0,0,38,46
1912,225,741.9796086,0,0,0,0,0,0,0,0,0,0,10,15
1913,262,807.3915823,19,67,0,4,18,22,4,47,0,0,28,18
1914,193,630.5808089,145,62,0,57,51,67,5,285,0,0,39,14
1915,329,1054.716579,0,0,0,0,0,0,0,0,0,0,14,22
1916,263.25,739.4320693,2,5,39,3,14,35,0,36,0,0,18,19
1917,123.9999922,330.3694891,0,0,0,0,0,0,0,0,0,0,6,9
1918,0,0,641,401,48,11,31,31,0,365,0,0,66,0
1919,0,0,871,428,0,12,39,29,0,194,0,0,68,0
1920,290,847.2530529,108,141,4,17,65,60,41,225,1,0,47,20
1921,217,692.9244286,28,3,0,12,12,66,0,59,0,0,56,15
1922,496,1557.54853,43,14,0,22,88,93,30,203,0,0,43,34
1923,367,1121.150696,4,2,0,9,37,87,41,152,0,0,32,27
1924,294,1012.80986,3,15,2,0,2,1,4,85,0,0,19,22
1925,20,59.27699746,39,2,15,4,20,29,0,29,0,0,7,2
1926,132,423.1130496,0,0,0,0,0,0,0,0,0,0,6,9
1927,479,1353.155089,0,0,0,0,0,0,0,0,0,0,22,35
1928,0,0,871,405,261,5,25,23,0,161,0,0,76,0
1929,669,2109.435275,269,89,9,143,190,198,54,390,0,0,90,48
1930,455,1454.323605,5,4,0,5,26,29,0,44,0,0,25,31
1931,486,1621.929508,25,1,0,12,52,72,7,41,0,0,30,33
1932,393,1385.840968,2,1,0,4,17,165,64.00000001,39,0,0,30,27
1933,420.0000001,1442.05346,0,0,0,0,0,42.00000001,0,0,0,0,22,31
1934,383,1112.978168,0,0,0,5,5,8,4,11,0,0,19,28
1935,382,1193.712092,0,0,0,0,0,0,0,0,0,0,17,27
1936,92.75,247.5854502,0,0,0,0,0,0,0,0,0,0,4,7
1937,220.9999999,730.7373792,17.99999999,0.999999999,1.999999999,34.99999998,9.999999995,8.999999995,10.99999999,34.99999998,0,0,16,17
1938,929,3429.845797,1,18,1,7,38,138,63,42,0,0,54,63
1939,719.0000004,2327.120427,0,0,4.000000002,3.000000002,10.00000001,0,6.000000003,21.00000001,0,0,33,49
1940,206,655.1101306,0,0,0,0,0,0,0,0,0,0,9,14
1941,511,1598.429449,0,0,2,4,18,46,19,45,0,0,29,36
1942,286,924.9205476,1,0,0,0,6,3,0,228,0,0,23,20
1943,258,843.1590922,0,0,0,0,0,0,0,0,0,0,11,18
1944,250,735.852714,1,0,0,30,6,3,1,9,0,0,13,17
1945,700,2353.687492,0,1,0,1,8,74,0,42,0,0,36,48
1946,213,826.7992197,7,14,0,14,17,18,0,73,0,0,16,15
1947,284,986.2372136,0,0,0,0,0,71,114,0,0,0,20,19
1948,345,1054.719658,0,0,0,0,0,0,0,0,0,0,15,24
1949,295,842.1442608,0,0,0,0,0,74,0,0,0,0,16,20
1950,436,1309.202929,9,8,0,15,57,68,122,94,0,0,35,30
1951,379,987.2774442,0,0,0,0,0,0,0,0,0,0,16,26
1952,358,1178.378212,0,0,0,0,0,0,0,0,1,0,15,24
1953,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1954,746,2660.281597,0,0,0,0,0,0,0,0,0,0,32,51
1955,276,1065.94784,0,0,0,0,0,98,0,0,0,0,16,19
1956,426,1482.932648,411,116,13,7,48,33,1,257,0,0,57,29
1957,364,975.0111477,0,0,0,0,0,0,0,0,3,0,16,25
1958,367,1303.057947,9,0,0,3,5,101,0,17,0,0,22,25
1959,274,822.7231539,14,0,0,0,4,0,3,50,1,0,15,19
1960,494,853.4240115,230,142,2250.25,83,270,582,144,505,0,0,208,34
1961,268,761.4049486,65,36,8,70,314,286,344,771,5,4,95,18
1962,287,813.5280978,41,42,2,26,292,128,91,468,5,2,60,20
1963,335,566.2252291,26,1,76,165,841,8,46,540,0,0,89,23
1964,0,0,20,11,0,175,231,194,0,331,0,0,43,0
1965,0,0,8,2,0,135,10,24,0,86,1,0,12,0
1966,0,0,0,0,0,0,0,0,0,0,7,0,0,0
1967,1205.999904,3554.576817,0,0,0,0,0,135.9999892,0,0,3,0,76,110
1968,679.9999695,2391.495718,0,0,0,0,0,0,0,0,0,0,29,46
1969,150,590.7164519,0,0,0,0,0,0,0,0,0,0,6,10
1970,120,442.5278067,15,8,0,22,91,89,63,139,0,0,24,8
1971,193,578.4613157,48,20,4,139,119,285,12,252,0,0,102,13
1972,541,912.7062042,20,9,1201,45,169,85,88,229,10,0,103,37
1973,0,0,300,114,0,163,358,288,51,1082,0,0,104,0
1974,539.25,1728.733565,0,0,0,0,0,74,0,0,12,0,35,38
1975,796.0000137,2349.618201,0,0,0,0,0,0,0,0,0,0,37,58
1976,486.999958,1436.956474,0,0,0,0,0,0,0,0,0,0,22,34
1977,896.2499994,2593.883703,104.9999999,23.99999998,0,23.99999998,0,0,0,253.9999998,0,0,58,63
1978,685.25,2682.752825,0,0,0,0,0,76,0,0,0,0,35,50
1979,248,976.010778,8,1,0,2,13,15,8,24,0,0,14,17
