Purpose,TAZID,All,Walk,Bike,NonM
HBSch,1570.0,429.43,2.82,0.82,283.21
All,1571.0,8044.41,370.1,91.57,746.9
HBW,1571.0,1755.69,14.05,17.54,31.59
HBO,1571.0,4792.68,326.04,67.93,393.97
NHB,1571.0,959.24,27.13,5.16,32.29
HBC,1571.0,11.0,0.0,0.1,0.1
HBSch,1571.0,525.8,2.88,0.84,288.95
All,1572.0,4923.01,222.56,75.23,475.35
HBW,1572.0,1041.45,6.32,13.07,19.39
HBO,1572.0,2916.61,201.89,45.59,247.48
NHB,1572.0,429.85,12.56,2.45,15.01
HBC,1572.0,211.0,0.0,13.6,13.6
HBSch,1572.0,324.1,1.79,0.52,179.87
All,1573.0,5725.03,299.41,59.65,405.38
HBW,1573.0,614.94,33.66,12.52,46.19
HBO,1573.0,1723.1,164.26,27.85,192.11
NHB,1573.0,3180.88,100.24,19.01,119.24
HBC,1573.0,17.01,0.79,0.13,0.92
HBSch,1573.0,189.1,0.47,0.13,46.92
All,1574.0,2567.31,141.91,39.39,261.41
HBW,1574.0,593.01,7.38,11.38,18.76
HBO,1574.0,1555.43,123.07,25.68,148.75
NHB,1574.0,257.2,7.82,1.63,9.45
HBC,1574.0,9.0,2.83,0.47,3.3
HBSch,1574.0,152.67,0.81,0.23,81.15
All,1575.0,5251.31,313.01,70.79,531.26
HBW,1575.0,846.98,21.8,17.68,39.48
HBO,1575.0,2264.36,219.54,39.43,258.97
NHB,1575.0,1901.56,66.5,11.94,78.44
HBC,1575.0,27.0,3.68,1.3,4.98
HBSch,1575.0,211.41,1.49,0.44,149.39
All,1576.0,5516.92,301.89,90.05,566.21
HBW,1576.0,1034.96,18.76,25.51,44.26
HBO,1576.0,2763.75,235.76,54.06,289.82
NHB,1576.0,1429.97,43.54,9.32,52.87
HBC,1576.0,47.0,2.08,0.64,2.71
HBSch,1576.0,241.23,1.76,0.52,176.55
All,1577.0,13440.29,840.78,212.31,1113.17
HBW,1577.0,2004.44,150.39,63.78,214.18
HBO,1577.0,4448.74,448.31,105.26,553.57
NHB,1577.0,6661.62,240.3,42.54,282.84
HBC,1577.0,30.0,1.17,0.54,1.71
HBSch,1577.0,295.5,0.61,0.18,60.87
All,1578.0,3761.57,199.86,85.39,321.87
HBW,1578.0,955.17,16.38,31.55,47.93
HBO,1578.0,2093.67,168.66,49.82,218.47
NHB,1578.0,574.96,14.46,3.91,18.36
HBC,1578.0,1.0,0.0,0.0,0.0
HBSch,1578.0,136.77,0.37,0.11,37.1
All,1579.0,3040.21,167.79,47.83,308.05
HBW,1579.0,680.28,8.4,13.23,21.63
HBO,1579.0,1816.82,141.09,31.22,172.31
NHB,1579.0,296.33,7.97,1.82,9.79
HBC,1579.0,62.0,9.39,1.28,10.67
HBSch,1579.0,184.77,0.93,0.28,93.65
All,1580.0,7721.8,481.31,84.9,622.38
HBW,1580.0,369.87,17.54,8.45,26.0
HBO,1580.0,1060.42,136.6,19.63,156.24
NHB,1580.0,6116.66,323.25,55.82,379.07
HBC,1580.0,61.0,3.34,0.83,4.17
HBSch,1580.0,113.85,0.57,0.17,56.91
All,1581.0,8069.83,469.56,131.32,916.49
HBW,1581.0,1678.8,26.94,36.27,63.21
HBO,1581.0,4344.75,359.44,77.46,436.91
NHB,1581.0,1506.93,44.82,9.56,54.38
HBC,1581.0,147.0,35.17,7.07,42.24
HBSch,1581.0,392.35,3.19,0.95,319.75
All,1582.0,10000.23,642.1,221.49,950.33
HBW,1582.0,2277.82,58.07,74.06,132.13
HBO,1582.0,5727.33,538.7,136.98,675.68
NHB,1582.0,1483.43,43.13,9.45,52.57
HBC,1582.0,43.01,1.33,0.71,2.04
HBSch,1582.0,468.64,0.88,0.29,87.9
All,1583.0,3399.26,136.24,38.51,244.31
HBW,1583.0,622.76,7.85,8.75,16.6
HBO,1583.0,1652.91,97.54,24.03,121.57
NHB,1583.0,938.29,30.05,5.24,35.29
HBC,1583.0,8.0,0.09,0.29,0.38
HBSch,1583.0,177.29,0.7,0.21,70.47
All,1584.0,2272.8,81.7,28.73,147.8
HBW,1584.0,515.41,2.95,7.26,10.21
HBO,1584.0,1388.04,72.84,20.17,93.01
NHB,1584.0,207.06,5.53,1.19,6.72
HBC,1584.0,0.0,0.0,0.0,0.0
HBSch,1584.0,162.29,0.38,0.11,37.86
All,1585.0,7998.32,323.61,99.85,649.48
HBW,1585.0,1747.36,9.72,23.36,33.08
HBO,1585.0,4800.53,288.74,69.63,358.36
NHB,1585.0,889.54,21.36,4.94,26.3
HBC,1585.0,18.0,1.51,1.29,2.8
HBSch,1585.0,542.89,2.28,0.64,228.94
All,1586.0,3135.44,106.73,37.99,194.34
HBW,1586.0,654.29,5.89,9.45,15.34
HBO,1586.0,1666.74,87.24,24.56,111.8
NHB,1586.0,624.23,11.89,3.46,15.35
HBC,1586.0,14.0,1.21,0.37,1.58
HBSch,1586.0,176.18,0.5,0.15,50.27
All,1587.0,5363.98,216.3,69.57,325.83
HBW,1587.0,1152.1,10.64,17.44,28.09
HBO,1587.0,3077.1,188.83,47.45,236.29
NHB,1587.0,786.28,15.85,4.4,20.25
HBC,1587.0,12.0,0.56,0.14,0.7
HBSch,1587.0,336.5,0.4,0.13,40.5
All,1588.0,4404.3,201.06,59.41,320.6
HBW,1588.0,976.5,8.89,15.46,24.35
HBO,1588.0,2456.08,170.03,38.62,208.65
NHB,1588.0,662.99,16.05,3.78,19.83
HBC,1588.0,61.0,5.48,1.36,6.84
HBSch,1588.0,247.74,0.61,0.19,60.93
All,1589.0,12236.79,667.55,155.33,1108.01
HBW,1589.0,1506.61,50.97,35.19,86.16
HBO,1589.0,4091.79,368.86,78.65,447.51
NHB,1589.0,6239.67,231.78,37.95,269.73
HBC,1589.0,63.0,13.06,2.69,15.75
HBSch,1589.0,335.72,2.88,0.85,288.86
All,1590.0,4083.9,227.92,78.77,411.78
HBW,1590.0,934.77,15.31,25.8,41.11
HBO,1590.0,2140.72,187.1,46.91,234.01
NHB,1590.0,802.67,21.59,5.07,26.66
HBC,1590.0,48.0,2.86,0.68,3.55
HBSch,1590.0,157.74,1.06,0.31,106.46
All,1591.0,6735.03,285.34,99.83,517.43
HBW,1591.0,1619.0,11.42,29.85,41.27
HBO,1591.0,3816.34,251.27,62.98,314.25
NHB,1591.0,910.87,18.68,5.49,24.17
HBC,1591.0,51.0,2.63,1.1,3.73
HBSch,1591.0,337.81,1.34,0.41,134.01
All,1592.0,3517.46,228.6,67.93,344.13
HBW,1592.0,679.21,18.48,20.97,39.44
HBO,1592.0,1772.11,177.51,40.96,218.47
NHB,1592.0,913.8,32.13,5.85,37.98
HBC,1592.0,1.0,0.0,0.0,0.0
HBSch,1592.0,151.34,0.48,0.15,48.23
All,1593.0,1926.89,78.78,36.03,128.55
HBW,1593.0,470.3,6.84,12.21,19.05
HBO,1593.0,1122.96,67.12,22.2,89.32
NHB,1593.0,229.81,4.57,1.49,6.06
HBC,1593.0,1.0,0.11,0.09,0.2
HBSch,1593.0,102.82,0.14,0.05,13.93
All,1594.0,1753.39,66.91,15.5,114.87
HBW,1594.0,181.26,2.72,2.4,5.13
HBO,1594.0,565.91,34.0,7.78,41.78
NHB,1594.0,934.78,29.86,5.17,35.03
HBC,1594.0,1.0,0.0,0.05,0.05
HBSch,1594.0,70.45,0.33,0.1,32.88
All,1595.0,4483.65,199.45,53.09,322.58
HBW,1595.0,846.18,8.08,11.26,19.34
HBO,1595.0,2437.28,164.02,36.2,200.22
NHB,1595.0,888.69,26.38,4.82,31.2
HBC,1595.0,9.0,0.26,0.6,0.87
HBSch,1595.0,302.5,0.71,0.2,70.95
All,1596.0,3604.23,150.08,45.28,289.2
HBW,1596.0,758.4,3.77,10.35,14.11
HBO,1596.0,2114.8,133.21,31.72,164.94
NHB,1596.0,461.61,11.84,2.54,14.39
HBC,1596.0,26.0,0.31,0.39,0.71
HBSch,1596.0,243.43,0.95,0.27,95.06
All,1597.0,2744.77,102.28,33.1,210.34
HBW,1597.0,624.31,2.44,7.98,10.42
HBO,1597.0,1597.8,91.32,22.84,114.16
NHB,1597.0,367.15,7.76,2.06,9.83
HBC,1597.0,1.0,0.0,0.0,0.0
HBSch,1597.0,154.51,0.76,0.22,75.94
All,1598.0,4790.72,296.81,81.17,553.34
HBW,1598.0,1004.07,17.14,22.51,39.65
HBO,1598.0,2674.53,240.11,50.78,290.89
NHB,1598.0,876.17,30.28,5.43,35.71
HBC,1598.0,41.0,7.51,1.92,9.43
HBSch,1598.0,194.95,1.77,0.53,177.66
All,1599.0,4769.99,219.28,52.63,383.03
HBW,1599.0,818.3,15.03,10.65,25.67
HBO,1599.0,2170.52,152.5,33.0,185.51
NHB,1599.0,1558.37,50.56,8.36,58.92
HBC,1599.0,4.0,0.07,0.3,0.36
HBSch,1599.0,218.81,1.12,0.33,112.57
All,1600.0,9953.91,426.65,128.58,734.74
HBW,1600.0,1976.11,17.11,28.81,45.92
HBO,1600.0,5407.98,357.87,87.74,445.61
NHB,1600.0,1988.33,49.57,10.81,60.38
HBC,1600.0,22.0,0.28,0.7,0.98
HBSch,1600.0,559.49,1.81,0.52,181.85
All,1601.0,10515.57,422.87,132.73,855.85
HBW,1601.0,2351.14,13.51,31.53,45.04
HBO,1601.0,5995.9,371.96,88.49,460.46
NHB,1601.0,1548.12,32.35,8.45,40.81
HBC,1601.0,45.0,2.0,3.38,5.38
HBSch,1601.0,575.42,3.03,0.87,304.16
All,1602.0,5923.4,236.52,75.44,515.86
HBW,1602.0,1369.25,9.33,19.55,28.89
HBO,1602.0,3433.03,209.32,50.86,260.17
NHB,1602.0,798.28,15.81,4.4,20.21
HBC,1602.0,19.0,0.0,0.0,0.0
HBSch,1602.0,303.84,2.06,0.63,206.59
All,1603.0,2681.68,135.02,43.44,238.15
HBW,1603.0,599.86,7.19,11.47,18.66
HBO,1603.0,1546.42,114.04,28.05,142.09
NHB,1603.0,325.15,10.41,1.94,12.34
HBC,1603.0,64.0,2.78,1.8,4.58
HBSch,1603.0,146.25,0.6,0.18,60.47
All,1604.0,12585.1,697.34,124.01,966.19
HBW,1604.0,1072.42,53.61,21.38,74.99
HBO,1604.0,2785.95,242.9,50.17,293.06
NHB,1604.0,8439.16,397.35,50.07,447.41
HBC,1604.0,31.0,2.03,1.96,3.99
HBSch,1604.0,256.57,1.46,0.43,146.73
All,1605.0,9913.95,557.35,130.34,849.08
HBW,1605.0,1517.98,52.74,32.95,85.69
HBO,1605.0,3746.12,332.53,69.55,402.08
NHB,1605.0,4299.21,169.46,25.95,195.41
HBC,1605.0,32.0,1.0,1.42,2.42
HBSch,1605.0,318.64,1.63,0.48,163.5
All,1606.0,4308.44,200.47,57.52,365.09
HBW,1606.0,952.6,7.64,12.45,20.09
HBO,1606.0,2455.09,174.83,38.51,213.34
NHB,1606.0,600.03,16.49,3.29,19.79
HBC,1606.0,40.0,0.42,2.96,3.38
HBSch,1606.0,260.73,1.08,0.3,108.49
All,1607.0,1272.36,49.01,15.96,98.35
HBW,1607.0,271.09,3.83,4.2,8.04
HBO,1607.0,692.42,39.42,10.0,49.42
NHB,1607.0,240.89,5.25,1.38,6.62
HBC,1607.0,6.0,0.17,0.28,0.45
HBSch,1607.0,61.96,0.34,0.09,33.81
All,1608.0,4941.44,254.44,67.89,478.41
HBW,1608.0,1070.8,6.44,14.33,20.77
HBO,1608.0,2973.21,229.66,49.9,279.56
NHB,1608.0,583.58,16.76,3.21,19.97
HBC,1608.0,8.0,0.0,0.0,0.0
HBSch,1608.0,305.85,1.58,0.45,158.11
All,1609.0,7158.36,317.98,84.25,615.43
HBW,1609.0,1504.88,13.15,17.83,30.98
HBO,1609.0,4209.15,279.52,60.68,340.19
NHB,1609.0,938.53,23.15,5.15,28.3
HBC,1609.0,35.0,0.0,0.0,0.0
HBSch,1609.0,470.81,2.15,0.6,215.95
All,1610.0,4492.83,159.45,51.67,339.99
HBW,1610.0,1012.33,2.98,11.81,14.8
HBO,1610.0,2589.87,145.94,36.25,182.2
NHB,1610.0,469.44,9.1,2.63,11.73
HBC,1610.0,151.0,0.11,0.6,0.71
HBSch,1610.0,270.19,1.3,0.38,130.55
All,1611.0,6168.99,254.65,78.02,565.04
HBW,1611.0,1343.65,8.0,17.79,25.79
HBO,1611.0,3713.51,229.85,53.97,283.82
NHB,1611.0,677.05,14.03,3.82,17.85
HBC,1611.0,25.0,0.42,1.75,2.17
HBSch,1611.0,409.78,2.35,0.69,235.41
All,1612.0,2914.44,126.49,33.97,250.03
HBW,1612.0,587.27,11.75,8.22,19.97
HBO,1612.0,1524.39,99.22,21.92,121.13
NHB,1612.0,647.16,14.62,3.57,18.18
HBC,1612.0,1.0,0.0,0.0,0.0
HBSch,1612.0,154.63,0.9,0.26,90.74
All,1613.0,4674.14,210.84,59.5,373.48
HBW,1613.0,1034.81,18.45,16.42,34.87
HBO,1613.0,2384.86,167.73,36.56,204.29
NHB,1613.0,1046.75,23.6,6.0,29.6
HBC,1613.0,14.0,0.02,0.23,0.24
HBSch,1613.0,193.72,1.04,0.3,104.48
All,1614.0,3348.89,143.86,43.4,276.16
HBW,1614.0,717.38,14.14,11.89,26.03
HBO,1614.0,1743.0,111.58,26.56,138.14
NHB,1614.0,711.45,16.97,4.15,21.12
HBC,1614.0,8.0,0.27,0.54,0.81
HBSch,1614.0,169.07,0.9,0.26,90.06
All,1615.0,3097.52,93.75,20.64,114.39
HBW,1615.0,7.5,0.48,0.23,0.71
HBO,1615.0,51.79,1.91,0.45,2.37
NHB,1615.0,3036.54,91.36,19.95,111.31
HBC,1615.0,0.0,0.0,0.0,0.0
HBSch,1615.0,1.69,0.0,0.0,0.0
All,1616.0,629.44,19.69,4.21,23.9
HBW,1616.0,0.88,0.07,0.03,0.11
HBO,1616.0,8.7,0.64,0.1,0.74
NHB,1616.0,619.55,18.97,4.08,23.05
HBC,1616.0,0.0,0.0,0.0,0.0
HBSch,1616.0,0.31,0.0,0.0,0.0
All,1617.0,2597.93,88.95,17.14,106.09
HBW,1617.0,9.66,0.49,0.27,0.76
HBO,1617.0,27.85,1.81,0.36,2.17
NHB,1617.0,2558.88,86.65,16.51,103.16
HBC,1617.0,0.0,0.0,0.0,0.0
HBSch,1617.0,1.53,0.0,0.0,0.0
All,1618.0,2875.27,160.78,47.62,218.19
HBW,1618.0,431.15,19.04,12.72,31.76
HBO,1618.0,1067.92,99.82,25.24,125.06
NHB,1618.0,1232.01,41.58,7.96,49.54
HBC,1618.0,51.0,0.24,1.68,1.91
HBSch,1618.0,93.2,0.1,0.03,9.92
All,1619.0,9055.43,833.13,244.4,1145.53
HBW,1619.0,2080.44,85.25,71.57,156.82
HBO,1619.0,5103.06,695.0,162.55,857.55
NHB,1619.0,1398.43,52.06,9.37,61.43
HBC,1619.0,37.01,0.15,0.71,0.85
HBSch,1619.0,436.5,0.69,0.19,68.88
All,1620.0,4558.03,273.2,61.27,352.71
HBW,1620.0,411.29,24.49,13.16,37.65
HBO,1620.0,1042.2,121.4,27.31,148.71
NHB,1620.0,2994.56,127.02,19.83,146.85
HBC,1620.0,20.0,0.11,0.92,1.03
HBSch,1620.0,89.98,0.18,0.06,18.48
All,1621.0,986.93,38.68,6.71,45.55
HBW,1621.0,0.87,0.08,0.03,0.12
HBO,1621.0,10.93,0.78,0.11,0.88
NHB,1621.0,974.84,37.82,6.57,44.39
HBC,1621.0,0.0,0.0,0.0,0.0
HBSch,1621.0,0.29,0.0,0.0,0.16
All,1622.0,3878.82,234.75,54.75,314.46
HBW,1622.0,526.01,23.37,14.89,38.25
HBO,1622.0,1102.85,118.88,25.08,143.96
NHB,1622.0,2179.69,92.25,14.45,106.71
HBC,1622.0,5.0,0.0,0.26,0.26
HBSch,1622.0,65.27,0.25,0.07,25.28
All,1623.0,4960.94,363.69,103.35,499.71
HBW,1623.0,798.31,39.68,29.81,69.49
HBO,1623.0,1947.65,241.85,57.91,299.76
NHB,1623.0,2069.74,81.82,13.95,95.78
HBC,1623.0,30.0,0.0,1.59,1.59
HBSch,1623.0,115.24,0.33,0.09,33.09
All,1624.0,2484.07,146.38,40.15,189.87
HBW,1624.0,448.56,19.34,12.86,32.2
HBO,1624.0,946.96,92.66,20.5,113.16
NHB,1624.0,1019.15,34.35,6.7,41.05
HBC,1624.0,8.0,0.0,0.08,0.08
HBSch,1624.0,61.4,0.03,0.01,3.38
All,1625.0,5001.55,338.51,106.1,505.7
HBW,1625.0,1088.87,44.44,34.14,78.58
HBO,1625.0,2617.58,257.99,64.46,322.45
NHB,1625.0,1090.58,35.46,7.18,42.64
HBC,1625.0,26.0,0.0,0.15,0.15
HBSch,1625.0,178.51,0.62,0.17,61.87
All,1626.0,3043.52,185.88,52.23,288.12
HBW,1626.0,667.7,22.92,16.86,39.77
HBO,1626.0,1590.92,141.76,30.93,172.69
NHB,1626.0,641.28,20.62,4.12,24.74
HBC,1626.0,11.0,0.08,0.17,0.26
HBSch,1626.0,132.63,0.51,0.15,50.67
All,1627.0,3082.31,227.64,53.65,316.02
HBW,1627.0,524.82,29.58,14.56,44.14
HBO,1627.0,1327.51,155.32,31.91,187.23
NHB,1627.0,1114.37,42.38,7.09,49.47
HBC,1627.0,8.0,0.0,0.0,0.0
HBSch,1627.0,107.61,0.35,0.1,35.18
All,1628.0,2920.69,254.13,57.58,356.32
HBW,1628.0,531.07,30.12,15.91,46.04
HBO,1628.0,1320.69,179.93,35.09,215.02
NHB,1628.0,958.27,43.6,6.29,49.88
HBC,1628.0,3.0,0.03,0.16,0.19
HBSch,1628.0,107.68,0.45,0.13,45.19
All,1629.0,4457.92,345.54,75.53,474.79
HBW,1629.0,595.56,44.5,19.52,64.02
HBO,1629.0,1484.72,203.0,40.9,243.9
NHB,1629.0,2275.88,97.5,14.85,112.36
HBC,1629.0,7.0,0.0,0.1,0.1
HBSch,1629.0,94.76,0.54,0.16,54.42
All,1630.0,7273.35,389.16,136.23,564.33
HBW,1630.0,1749.56,49.71,46.97,96.68
HBO,1630.0,3850.11,304.13,79.74,383.87
NHB,1630.0,1308.09,34.93,8.66,43.58
HBC,1630.0,107.0,0.0,0.76,0.76
HBSch,1630.0,258.58,0.39,0.11,39.44
All,1631.0,5550.49,251.88,92.66,497.57
HBW,1631.0,1400.87,25.99,31.71,57.69
HBO,1631.0,3077.53,205.98,54.37,260.35
NHB,1631.0,805.45,18.21,5.11,23.32
HBC,1631.0,33.0,0.16,1.02,1.18
HBSch,1631.0,233.65,1.55,0.45,155.02
All,1632.0,4620.82,268.58,55.35,386.32
HBW,1632.0,566.76,41.34,14.07,55.41
HBO,1632.0,1293.71,132.77,24.06,156.83
NHB,1632.0,2650.01,93.73,16.52,110.26
HBC,1632.0,16.0,0.1,0.52,0.62
HBSch,1632.0,94.34,0.63,0.18,63.2
All,1633.0,865.12,34.64,5.39,40.04
HBW,1633.0,0.0,0.0,0.0,0.0
HBO,1633.0,0.0,0.0,0.0,0.0
NHB,1633.0,865.12,34.64,5.39,40.04
HBC,1633.0,0.0,0.0,0.0,0.0
HBSch,1633.0,0.0,0.0,0.0,0.0
All,1634.0,7580.16,414.9,49.68,464.58
HBW,1634.0,0.0,0.0,0.0,0.0
HBO,1634.0,0.0,0.0,0.0,0.0
NHB,1634.0,7580.16,414.9,49.68,464.58
HBC,1634.0,0.0,0.0,0.0,0.0
HBSch,1634.0,0.0,0.0,0.0,0.0
All,1635.0,3728.26,185.75,26.81,215.55
HBW,1635.0,43.62,3.02,1.27,4.28
HBO,1635.0,131.3,13.32,2.2,15.52
NHB,1635.0,3544.19,169.39,23.25,192.64
HBC,1635.0,2.0,0.0,0.08,0.08
HBSch,1635.0,7.14,0.03,0.01,3.02
All,1636.0,2311.63,112.74,32.32,178.92
HBW,1636.0,461.04,12.45,10.52,22.97
HBO,1636.0,974.41,76.48,16.72,93.19
NHB,1636.0,760.3,23.47,4.98,28.46
HBC,1636.0,54.0,0.0,0.0,0.0
HBSch,1636.0,61.88,0.34,0.1,34.3
All,1637.0,6518.81,344.86,123.14,563.57
HBW,1637.0,1478.76,41.17,38.52,79.69
HBO,1637.0,3561.53,273.22,75.72,348.94
NHB,1637.0,1226.67,29.51,7.98,37.49
HBC,1637.0,35.0,0.0,0.61,0.61
HBSch,1637.0,216.86,0.97,0.29,96.83
All,1638.0,2680.94,112.67,41.31,196.44
HBW,1638.0,606.4,4.43,11.97,16.4
HBO,1638.0,1493.93,99.75,27.05,126.8
NHB,1638.0,362.34,8.06,2.16,10.22
HBC,1638.0,80.0,0.0,0.0,0.0
HBSch,1638.0,138.26,0.43,0.13,43.02
All,1639.0,3860.46,151.28,56.72,316.19
HBW,1639.0,990.41,7.89,17.38,25.27
HBO,1639.0,2168.0,131.64,35.01,166.65
NHB,1639.0,525.36,10.05,3.21,13.26
HBC,1639.0,21.0,0.61,0.79,1.4
HBSch,1639.0,155.69,1.09,0.32,109.6
All,1640.0,7236.62,426.64,101.48,704.15
HBW,1640.0,1060.79,60.31,28.24,88.55
HBO,1640.0,2813.86,264.69,52.96,317.65
NHB,1640.0,3105.93,99.81,19.56,119.37
HBC,1640.0,15.01,0.05,0.19,0.24
HBSch,1640.0,241.04,1.78,0.52,178.33
All,1641.0,1115.59,44.09,7.05,51.15
HBW,1641.0,0.0,0.0,0.0,0.0
HBO,1641.0,0.0,0.0,0.0,0.0
NHB,1641.0,1115.59,44.09,7.05,51.15
HBC,1641.0,0.0,0.0,0.0,0.0
HBSch,1641.0,0.0,0.0,0.0,0.0
All,1642.0,182.04,7.39,1.34,9.07
HBW,1642.0,3.35,0.19,0.11,0.3
HBO,1642.0,6.53,0.88,0.12,0.99
NHB,1642.0,171.6,6.32,1.11,7.44
HBC,1642.0,0.0,0.0,0.0,0.0
HBSch,1642.0,0.56,0.0,0.0,0.34
All,1643.0,61919.89,5829.77,1018.11,8350.68
HBW,1643.0,14574.06,663.34,350.13,1013.47
HBO,1643.0,33718.66,4543.4,590.84,5134.23
NHB,1643.0,10885.65,607.86,72.41,680.26
HBC,1643.0,61.01,0.0,0.06,0.06
HBSch,1643.0,2680.51,15.18,4.68,1522.66
All,1644.0,6186.41,515.65,115.7,744.61
HBW,1644.0,1107.21,69.55,35.89,105.45
HBO,1644.0,2754.72,348.71,63.4,412.11
NHB,1644.0,2112.54,96.25,14.0,110.25
HBC,1644.0,28.0,0.0,2.06,2.06
HBSch,1644.0,183.94,1.14,0.35,114.75
All,1645.0,8552.02,571.8,152.08,886.09
HBW,1645.0,1750.03,71.73,46.8,118.53
HBO,1645.0,3850.82,396.94,78.24,475.18
NHB,1645.0,2572.63,101.48,17.21,118.7
HBC,1645.0,137.0,0.0,9.34,9.34
HBSch,1645.0,241.55,1.64,0.49,164.35
All,1646.0,4993.85,274.28,88.76,464.17
HBW,1646.0,889.97,43.32,25.18,68.5
HBO,1646.0,2206.11,186.12,48.77,234.9
NHB,1646.0,1710.29,43.82,11.13,54.95
HBC,1646.0,50.0,0.0,3.37,3.37
HBSch,1646.0,137.47,1.02,0.3,102.45
All,1647.0,4226.52,241.73,72.87,419.18
HBW,1647.0,888.61,24.39,21.42,45.81
HBO,1647.0,2054.21,189.92,42.76,232.68
NHB,1647.0,1065.86,26.37,6.54,32.92
HBC,1647.0,93.0,0.0,1.83,1.83
HBSch,1647.0,124.84,1.06,0.32,105.95
All,1648.0,5421.15,211.48,76.59,507.25
HBW,1648.0,1291.58,11.04,21.82,32.86
HBO,1648.0,3053.45,184.12,45.98,230.1
NHB,1648.0,704.11,13.24,4.35,17.58
HBC,1648.0,125.0,0.87,3.79,4.65
HBSch,1648.0,247.02,2.21,0.66,222.06
All,1649.0,4190.56,293.55,48.66,387.77
HBW,1649.0,456.05,27.53,11.78,39.3
HBO,1649.0,1062.69,125.21,19.28,144.49
NHB,1649.0,2588.65,140.35,17.38,157.73
HBC,1649.0,5.0,0.0,0.09,0.09
HBSch,1649.0,78.17,0.46,0.13,46.15
All,1650.0,3243.15,216.34,50.3,346.33
HBW,1650.0,711.16,22.93,16.04,38.97
HBO,1650.0,1723.5,163.72,29.61,193.33
NHB,1650.0,645.95,28.89,4.42,33.31
HBC,1650.0,22.0,0.0,0.0,0.0
HBSch,1650.0,140.53,0.8,0.23,80.72
All,1651.0,5965.12,349.43,81.27,499.45
HBW,1651.0,751.56,36.46,21.14,57.6
HBO,1651.0,1725.69,175.09,36.9,211.99
NHB,1651.0,3367.43,137.18,22.62,159.8
HBC,1651.0,9.0,0.0,0.39,0.39
HBSch,1651.0,111.45,0.69,0.21,69.66
All,1652.0,5015.42,238.74,85.94,411.64
HBW,1652.0,1293.51,28.94,29.13,58.08
HBO,1652.0,2638.18,187.12,49.22,236.34
NHB,1652.0,885.52,21.79,5.86,27.65
HBC,1652.0,22.0,0.0,1.46,1.46
HBSch,1652.0,176.21,0.88,0.27,88.11
All,1653.0,5803.58,328.52,96.11,531.96
HBW,1653.0,1224.86,33.56,29.45,63.01
HBO,1653.0,2813.74,256.09,56.52,312.61
NHB,1653.0,1605.0,37.79,9.74,47.54
HBC,1653.0,39.0,0.0,0.06,0.06
HBSch,1653.0,120.97,1.08,0.32,108.74
All,1654.0,4672.05,186.05,63.34,330.05
HBW,1654.0,1120.36,7.15,18.3,25.45
HBO,1654.0,2677.63,167.39,40.54,207.93
NHB,1654.0,567.24,10.7,3.34,14.04
HBC,1654.0,41.0,0.0,0.94,0.94
HBSch,1654.0,265.81,0.81,0.22,81.69
All,1655.0,0.0,0.0,0.0,0.0
HBW,1655.0,0.0,0.0,0.0,0.0
HBO,1655.0,0.0,0.0,0.0,0.0
NHB,1655.0,0.0,0.0,0.0,0.0
HBC,1655.0,0.0,0.0,0.0,0.0
HBSch,1655.0,0.0,0.0,0.0,0.0
All,1656.0,2354.43,110.15,35.62,237.28
HBW,1656.0,504.53,6.63,10.28,16.9
HBO,1656.0,1396.74,95.26,23.11,118.37
NHB,1656.0,276.7,7.32,1.77,9.09
HBC,1656.0,47.0,0.02,0.18,0.21
HBSch,1656.0,129.47,0.92,0.27,92.71
All,1657.0,410.7,14.31,3.38,19.64
HBW,1657.0,18.42,0.53,0.45,0.98
HBO,1657.0,45.59,3.31,0.7,4.01
NHB,1657.0,343.62,10.45,2.22,12.67
HBC,1657.0,0.0,0.0,0.0,0.0
HBSch,1657.0,3.06,0.02,0.01,1.98
All,1658.0,713.13,25.66,4.72,30.61
HBW,1658.0,1.75,0.12,0.07,0.18
HBO,1658.0,7.49,0.58,0.1,0.68
NHB,1658.0,703.53,24.96,4.55,29.51
HBC,1658.0,0.0,0.0,0.0,0.0
HBSch,1658.0,0.35,0.0,0.0,0.24
All,1659.0,7855.44,502.53,107.89,734.4
HBW,1659.0,1064.15,50.84,29.18,80.01
HBO,1659.0,2608.1,262.95,52.09,315.03
NHB,1659.0,3945.39,187.5,25.81,213.31
HBC,1659.0,27.0,0.0,0.44,0.44
HBSch,1659.0,210.81,1.25,0.36,125.6
All,1660.0,20354.72,1354.66,143.25,1501.43
HBW,1660.0,61.95,4.82,1.48,6.3
HBO,1660.0,199.33,13.24,2.05,15.29
NHB,1660.0,20084.15,1336.56,139.72,1476.28
HBC,1660.0,1.0,0.0,0.0,0.0
HBSch,1660.0,8.28,0.04,0.01,3.56
All,1661.0,8534.49,573.46,135.12,919.1
HBW,1661.0,1542.59,91.91,38.58,130.49
HBO,1661.0,4010.58,370.45,78.02,448.47
NHB,1661.0,2590.38,108.97,16.8,125.77
HBC,1661.0,55.01,0.0,1.11,1.11
HBSch,1661.0,335.93,2.13,0.61,213.26
All,1662.0,2392.06,161.11,34.81,255.8
HBW,1662.0,536.05,17.4,10.84,28.24
HBO,1662.0,1249.86,117.87,20.36,138.23
NHB,1662.0,504.13,25.23,3.44,28.67
HBC,1662.0,1.0,0.0,0.0,0.0
