Purpose,TAZID,All,Walk,Bike,NonM
All,98.0,0.0,0.0,0.0,0.0
HBW,98.0,0.0,0.0,0.0,0.0
HBO,98.0,0.0,0.0,0.0,0.0
NHB,98.0,0.0,0.0,0.0,0.0
HBC,98.0,0.0,0.0,0.0,0.0
HBSch,98.0,0.0,0.0,0.0,0.0
All,99.0,0.0,0.0,0.0,0.0
HBW,99.0,0.0,0.0,0.0,0.0
HBO,99.0,0.0,0.0,0.0,0.0
NHB,99.0,0.0,0.0,0.0,0.0
HBC,99.0,0.0,0.0,0.0,0.0
HBSch,99.0,0.0,0.0,0.0,0.0
All,100.0,206.29,12.49,2.14,23.91
HBW,100.0,31.71,0.27,0.33,0.6
HBO,100.0,133.13,11.45,1.67,13.12
NHB,100.0,21.11,0.68,0.11,0.79
HBC,100.0,0.0,0.0,0.0,0.0
HBSch,100.0,20.35,0.09,0.03,9.41
All,101.0,4251.8,352.97,48.98,565.89
HBW,101.0,693.34,23.23,9.61,32.85
HBO,101.0,2564.68,299.48,35.79,335.27
NHB,101.0,606.54,28.6,3.13,31.73
HBC,101.0,23.0,0.0,0.0,0.0
HBSch,101.0,364.24,1.66,0.44,166.04
All,102.0,0.0,0.0,0.0,0.0
HBW,102.0,0.0,0.0,0.0,0.0
HBO,102.0,0.0,0.0,0.0,0.0
NHB,102.0,0.0,0.0,0.0,0.0
HBC,102.0,0.0,0.0,0.0,0.0
HBSch,102.0,0.0,0.0,0.0,0.0
All,103.0,2106.63,125.91,20.62,242.44
HBW,103.0,341.14,3.74,3.21,6.96
HBO,103.0,1347.46,115.34,16.23,131.56
NHB,103.0,205.25,5.86,0.92,6.78
HBC,103.0,0.0,0.0,0.0,0.0
HBSch,103.0,212.78,0.97,0.26,97.14
All,104.0,796.42,52.6,7.59,90.93
HBW,104.0,107.27,3.69,1.18,4.88
HBO,104.0,432.11,41.79,5.41,47.2
NHB,104.0,188.14,6.8,0.92,7.72
HBC,104.0,0.0,0.0,0.0,0.0
HBSch,104.0,68.91,0.31,0.08,31.13
All,105.0,296.88,12.2,2.6,14.8
HBW,105.0,44.51,0.47,0.38,0.85
HBO,105.0,160.36,10.24,1.95,12.19
NHB,105.0,59.86,1.49,0.27,1.76
HBC,105.0,8.0,0.0,0.0,0.0
HBSch,105.0,24.15,0.0,0.0,0.0
All,106.0,232.75,7.16,1.58,8.74
HBW,106.0,17.42,0.75,0.19,0.94
HBO,106.0,74.43,3.9,0.86,4.76
NHB,106.0,128.14,2.51,0.52,3.03
HBC,106.0,0.0,0.0,0.0,0.0
HBSch,106.0,12.76,0.0,0.0,0.0
All,107.0,0.0,0.0,0.0,0.0
HBW,107.0,0.0,0.0,0.0,0.0
HBO,107.0,0.0,0.0,0.0,0.0
NHB,107.0,0.0,0.0,0.0,0.0
HBC,107.0,0.0,0.0,0.0,0.0
HBSch,107.0,0.0,0.0,0.0,0.0
All,108.0,60.06,1.91,0.52,2.43
HBW,108.0,10.19,0.06,0.07,0.13
HBO,108.0,37.45,1.7,0.42,2.12
NHB,108.0,7.42,0.15,0.03,0.19
HBC,108.0,0.0,0.0,0.0,0.0
HBSch,108.0,5.0,0.0,0.0,0.0
All,109.0,0.0,0.0,0.0,0.0
HBW,109.0,0.0,0.0,0.0,0.0
HBO,109.0,0.0,0.0,0.0,0.0
NHB,109.0,0.0,0.0,0.0,0.0
HBC,109.0,0.0,0.0,0.0,0.0
HBSch,109.0,0.0,0.0,0.0,0.0
All,110.0,11.64,0.28,0.1,0.37
HBW,110.0,1.45,0.0,0.01,0.01
HBO,110.0,7.95,0.26,0.08,0.34
NHB,110.0,0.65,0.01,0.0,0.02
HBC,110.0,0.0,0.0,0.0,0.0
HBSch,110.0,1.59,0.0,0.0,0.0
All,111.0,0.0,0.0,0.0,0.0
HBW,111.0,0.0,0.0,0.0,0.0
HBO,111.0,0.0,0.0,0.0,0.0
NHB,111.0,0.0,0.0,0.0,0.0
HBC,111.0,0.0,0.0,0.0,0.0
HBSch,111.0,0.0,0.0,0.0,0.0
All,112.0,27.36,0.63,0.2,0.83
HBW,112.0,4.23,0.01,0.02,0.03
HBO,112.0,17.84,0.58,0.17,0.75
NHB,112.0,2.17,0.04,0.01,0.05
HBC,112.0,0.0,0.0,0.0,0.0
HBSch,112.0,3.13,0.0,0.0,0.0
All,113.0,221.57,6.7,1.74,8.43
HBW,113.0,36.38,0.11,0.2,0.31
HBO,113.0,139.33,6.22,1.44,7.66
NHB,113.0,22.79,0.38,0.09,0.47
HBC,113.0,0.0,0.0,0.0,0.0
HBSch,113.0,23.07,0.0,0.0,0.0
All,114.0,304.63,8.8,2.48,11.28
HBW,114.0,52.02,0.16,0.28,0.44
HBO,114.0,185.53,8.07,2.06,10.14
NHB,114.0,36.38,0.57,0.14,0.7
HBC,114.0,4.0,0.0,0.0,0.0
HBSch,114.0,26.69,0.0,0.0,0.0
All,115.0,331.81,14.31,1.05,15.36
HBW,115.0,0.0,0.0,0.0,0.0
HBO,115.0,0.0,0.0,0.0,0.0
NHB,115.0,331.81,14.31,1.05,15.36
HBC,115.0,0.0,0.0,0.0,0.0
HBSch,115.0,0.0,0.0,0.0,0.0
All,116.0,5.57,0.16,0.02,0.18
HBW,116.0,0.0,0.0,0.0,0.0
HBO,116.0,0.0,0.0,0.0,0.0
NHB,116.0,5.57,0.16,0.02,0.18
HBC,116.0,0.0,0.0,0.0,0.0
HBSch,116.0,0.0,0.0,0.0,0.0
All,117.0,359.29,13.21,2.14,25.69
HBW,117.0,36.22,0.23,0.14,0.37
HBO,117.0,155.12,8.76,1.48,10.24
NHB,117.0,143.63,4.1,0.5,4.6
HBC,117.0,0.0,0.0,0.0,0.0
HBSch,117.0,24.33,0.1,0.03,10.48
All,118.0,27.24,1.01,0.2,2.38
HBW,118.0,4.22,0.01,0.01,0.02
HBO,118.0,18.05,0.92,0.17,1.09
NHB,118.0,2.24,0.07,0.01,0.08
HBC,118.0,0.0,0.0,0.0,0.0
HBSch,118.0,2.74,0.01,0.0,1.19
All,119.0,48.99,1.99,0.18,2.17
HBW,119.0,1.36,0.03,0.0,0.03
HBO,119.0,7.88,0.71,0.06,0.77
NHB,119.0,38.1,1.25,0.11,1.37
HBC,119.0,0.0,0.0,0.0,0.0
HBSch,119.0,1.64,0.0,0.0,0.0
All,120.0,176.12,9.85,1.16,16.2
HBW,120.0,31.17,0.14,0.08,0.22
HBO,120.0,102.03,8.51,0.96,9.47
NHB,120.0,31.0,1.15,0.11,1.26
HBC,120.0,0.0,0.0,0.0,0.0
HBSch,120.0,11.91,0.05,0.01,5.25
All,121.0,416.76,22.95,2.94,43.88
HBW,121.0,65.89,0.35,0.16,0.51
HBO,121.0,266.18,21.05,2.59,23.64
NHB,121.0,43.83,1.37,0.14,1.51
HBC,121.0,0.0,0.0,0.0,0.0
HBSch,121.0,40.87,0.18,0.05,18.22
All,122.0,116.82,5.72,0.82,11.66
HBW,122.0,18.07,0.04,0.04,0.08
HBO,122.0,75.62,5.3,0.72,6.02
NHB,122.0,11.41,0.33,0.04,0.37
HBC,122.0,0.0,0.0,0.0,0.0
HBSch,122.0,11.73,0.05,0.01,5.19
All,123.0,0.0,0.0,0.0,0.0
HBW,123.0,0.0,0.0,0.0,0.0
HBO,123.0,0.0,0.0,0.0,0.0
NHB,123.0,0.0,0.0,0.0,0.0
HBC,123.0,0.0,0.0,0.0,0.0
HBSch,123.0,0.0,0.0,0.0,0.0
All,124.0,578.36,36.75,3.95,59.27
HBW,124.0,109.28,0.61,0.27,0.88
HBO,124.0,350.93,33.27,3.4,36.67
NHB,124.0,75.78,2.69,0.23,2.92
HBC,124.0,0.0,0.0,0.0,0.0
HBSch,124.0,42.37,0.19,0.05,18.8
All,125.0,638.38,44.13,4.24,70.48
HBW,125.0,99.82,1.98,0.3,2.28
HBO,125.0,361.94,37.13,3.5,40.63
NHB,125.0,126.7,4.8,0.38,5.18
HBC,125.0,0.0,0.0,0.0,0.0
HBSch,125.0,49.93,0.22,0.06,22.4
All,126.0,1418.25,92.45,10.2,145.05
HBW,126.0,265.33,2.19,0.7,2.88
HBO,126.0,865.05,83.1,8.82,91.92
NHB,126.0,189.65,6.73,0.56,7.3
HBC,126.0,1.0,0.0,0.0,0.0
HBSch,126.0,97.22,0.43,0.12,42.95
All,127.0,896.24,54.38,5.8,95.49
HBW,127.0,154.91,0.35,0.25,0.6
HBO,127.0,561.66,50.31,5.18,55.48
NHB,127.0,98.66,3.37,0.29,3.66
HBC,127.0,1.0,0.0,0.0,0.0
HBSch,127.0,80.0,0.36,0.1,35.76
All,128.0,568.39,36.1,3.7,65.09
HBW,128.0,88.95,0.44,0.14,0.58
HBO,128.0,364.81,33.41,3.33,36.74
NHB,128.0,56.92,1.99,0.17,2.15
HBC,128.0,0.0,0.0,0.0,0.0
HBSch,128.0,57.7,0.26,0.07,25.62
All,129.0,84.05,2.83,0.47,6.01
HBW,129.0,14.31,0.01,0.01,0.03
HBO,129.0,53.06,2.59,0.42,3.0
NHB,129.0,10.16,0.21,0.03,0.24
HBC,129.0,0.0,0.0,0.0,0.0
HBSch,129.0,6.52,0.03,0.01,2.75
All,130.0,323.33,17.49,2.29,25.12
HBW,130.0,66.81,0.26,0.14,0.4
HBO,130.0,177.68,15.2,1.95,17.15
NHB,130.0,66.48,1.97,0.19,2.16
HBC,130.0,0.0,0.0,0.0,0.0
HBSch,130.0,12.36,0.05,0.01,5.41
All,131.0,548.79,23.69,3.3,47.89
HBW,131.0,91.62,0.09,0.11,0.2
HBO,131.0,348.47,22.03,2.97,25.01
NHB,131.0,59.76,1.35,0.16,1.52
HBC,131.0,0.0,0.0,0.0,0.0
HBSch,131.0,48.94,0.21,0.06,21.17
All,132.0,233.05,6.1,1.21,7.31
HBW,132.0,40.41,0.45,0.09,0.54
HBO,132.0,129.25,5.13,1.01,6.14
NHB,132.0,48.48,0.53,0.1,0.63
HBC,132.0,0.0,0.0,0.0,0.0
HBSch,132.0,14.91,0.0,0.0,0.0
All,133.0,1413.66,47.14,7.59,54.73
HBW,133.0,244.85,0.94,0.42,1.36
HBO,133.0,871.44,43.83,6.79,50.62
NHB,133.0,159.36,2.37,0.38,2.75
HBC,133.0,1.0,0.0,0.0,0.0
HBSch,133.0,137.02,0.0,0.0,0.0
All,134.0,39.38,0.22,0.16,0.38
HBW,134.0,5.85,0.0,0.01,0.01
HBO,134.0,26.05,0.2,0.14,0.35
NHB,134.0,2.95,0.01,0.01,0.02
HBC,134.0,0.0,0.0,0.0,0.0
HBSch,134.0,4.53,0.0,0.0,0.0
All,135.0,15.15,0.28,0.07,0.35
HBW,135.0,2.25,0.0,0.0,0.0
HBO,135.0,10.17,0.26,0.07,0.33
NHB,135.0,1.05,0.02,0.0,0.02
HBC,135.0,0.0,0.0,0.0,0.0
HBSch,135.0,1.68,0.0,0.0,0.0
All,136.0,1431.78,51.84,8.43,60.27
HBW,136.0,239.92,1.27,0.61,1.88
HBO,136.0,883.36,47.97,7.4,55.37
NHB,136.0,166.25,2.6,0.42,3.02
HBC,136.0,6.0,0.0,0.0,0.0
HBSch,136.0,136.25,0.0,0.0,0.0
All,137.0,31.51,0.37,0.09,0.46
HBW,137.0,1.33,0.01,0.0,0.02
HBO,137.0,4.22,0.12,0.03,0.15
NHB,137.0,25.17,0.23,0.05,0.29
HBC,137.0,0.0,0.0,0.0,0.0
HBSch,137.0,0.8,0.0,0.0,0.0
All,138.0,1765.7,66.24,10.81,77.04
HBW,138.0,262.06,2.54,0.77,3.31
HBO,138.0,1101.24,60.57,9.55,70.13
NHB,138.0,180.02,3.12,0.49,3.61
HBC,138.0,17.0,0.0,0.0,0.0
HBSch,138.0,205.38,0.0,0.0,0.0
All,139.0,231.9,7.96,1.7,9.66
HBW,139.0,41.24,0.21,0.13,0.33
HBO,139.0,124.85,6.71,1.39,8.1
NHB,139.0,55.12,1.05,0.17,1.22
HBC,139.0,0.0,0.0,0.0,0.0
HBSch,139.0,10.7,0.0,0.0,0.0
All,140.0,10.51,0.08,0.08,0.16
HBW,140.0,1.5,0.0,0.0,0.0
HBO,140.0,5.68,0.07,0.07,0.13
NHB,140.0,2.98,0.01,0.01,0.02
HBC,140.0,0.0,0.0,0.0,0.0
HBSch,140.0,0.35,0.0,0.0,0.0
All,141.0,0.0,0.0,0.0,0.0
HBW,141.0,0.0,0.0,0.0,0.0
HBO,141.0,0.0,0.0,0.0,0.0
NHB,141.0,0.0,0.0,0.0,0.0
HBC,141.0,0.0,0.0,0.0,0.0
HBSch,141.0,0.0,0.0,0.0,0.0
All,142.0,0.0,0.0,0.0,0.0
HBW,142.0,0.0,0.0,0.0,0.0
HBO,142.0,0.0,0.0,0.0,0.0
NHB,142.0,0.0,0.0,0.0,0.0
HBC,142.0,0.0,0.0,0.0,0.0
HBSch,142.0,0.0,0.0,0.0,0.0
All,143.0,685.66,20.17,3.71,23.88
HBW,143.0,80.12,0.87,0.28,1.14
HBO,143.0,243.04,13.07,2.45,15.52
NHB,143.0,323.04,6.23,0.98,7.21
HBC,143.0,12.0,0.0,0.0,0.0
HBSch,143.0,27.46,0.0,0.0,0.0
All,144.0,0.0,0.0,0.0,0.0
HBW,144.0,0.0,0.0,0.0,0.0
HBO,144.0,0.0,0.0,0.0,0.0
NHB,144.0,0.0,0.0,0.0,0.0
HBC,144.0,0.0,0.0,0.0,0.0
HBSch,144.0,0.0,0.0,0.0,0.0
All,145.0,117.35,1.41,1.17,2.58
HBW,145.0,19.05,0.04,0.24,0.28
HBO,145.0,74.31,1.32,0.88,2.19
NHB,145.0,11.65,0.06,0.05,0.11
HBC,145.0,0.0,0.0,0.0,0.0
HBSch,145.0,12.34,0.0,0.0,0.0
All,146.0,0.0,0.0,0.0,0.0
HBW,146.0,0.0,0.0,0.0,0.0
HBO,146.0,0.0,0.0,0.0,0.0
NHB,146.0,0.0,0.0,0.0,0.0
HBC,146.0,0.0,0.0,0.0,0.0
HBSch,146.0,0.0,0.0,0.0,0.0
All,147.0,4.31,0.01,0.03,0.04
HBW,147.0,0.79,0.0,0.0,0.0
HBO,147.0,2.66,0.01,0.02,0.04
NHB,147.0,0.62,0.0,0.0,0.0
HBC,147.0,0.0,0.0,0.0,0.0
HBSch,147.0,0.24,0.0,0.0,0.0
All,148.0,0.0,0.0,0.0,0.0
HBW,148.0,0.0,0.0,0.0,0.0
HBO,148.0,0.0,0.0,0.0,0.0
NHB,148.0,0.0,0.0,0.0,0.0
HBC,148.0,0.0,0.0,0.0,0.0
HBSch,148.0,0.0,0.0,0.0,0.0
All,149.0,0.0,0.0,0.0,0.0
HBW,149.0,0.0,0.0,0.0,0.0
HBO,149.0,0.0,0.0,0.0,0.0
NHB,149.0,0.0,0.0,0.0,0.0
HBC,149.0,0.0,0.0,0.0,0.0
HBSch,149.0,0.0,0.0,0.0,0.0
All,150.0,3570.33,77.72,32.29,110.01
HBW,150.0,582.0,4.69,6.3,10.99
HBO,150.0,2060.87,66.45,23.67,90.13
NHB,150.0,606.91,6.58,2.31,8.89
HBC,150.0,0.0,0.0,0.0,0.0
HBSch,150.0,320.54,0.0,0.0,0.0
All,151.0,288.72,0.02,1.34,1.35
HBW,151.0,36.54,0.0,0.19,0.19
HBO,151.0,184.01,0.02,1.09,1.11
NHB,151.0,27.45,0.0,0.05,0.05
HBC,151.0,0.0,0.0,0.0,0.0
HBSch,151.0,40.71,0.0,0.0,0.0
All,152.0,0.0,0.0,0.0,0.0
HBW,152.0,0.0,0.0,0.0,0.0
HBO,152.0,0.0,0.0,0.0,0.0
NHB,152.0,0.0,0.0,0.0,0.0
HBC,152.0,0.0,0.0,0.0,0.0
HBSch,152.0,0.0,0.0,0.0,0.0
All,153.0,0.0,0.0,0.0,0.0
HBW,153.0,0.0,0.0,0.0,0.0
HBO,153.0,0.0,0.0,0.0,0.0
NHB,153.0,0.0,0.0,0.0,0.0
HBC,153.0,0.0,0.0,0.0,0.0
HBSch,153.0,0.0,0.0,0.0,0.0
All,154.0,0.0,0.0,0.0,0.0
HBW,154.0,0.0,0.0,0.0,0.0
HBO,154.0,0.0,0.0,0.0,0.0
NHB,154.0,0.0,0.0,0.0,0.0
HBC,154.0,0.0,0.0,0.0,0.0
HBSch,154.0,0.0,0.0,0.0,0.0
All,155.0,77.82,0.63,0.35,0.98
HBW,155.0,17.11,0.0,0.01,0.01
HBO,155.0,39.93,0.59,0.31,0.9
NHB,155.0,17.37,0.04,0.03,0.07
HBC,155.0,0.0,0.0,0.0,0.0
HBSch,155.0,3.41,0.0,0.0,0.0
All,156.0,65.89,0.18,0.08,0.26
HBW,156.0,10.86,0.0,0.0,0.0
HBO,156.0,37.47,0.17,0.07,0.24
NHB,156.0,12.21,0.01,0.01,0.02
HBC,156.0,0.0,0.0,0.0,0.0
HBSch,156.0,5.35,0.0,0.0,0.0
All,157.0,435.88,5.73,1.89,7.61
HBW,157.0,91.04,0.0,0.09,0.09
HBO,157.0,253.68,5.43,1.69,7.12
NHB,157.0,61.85,0.3,0.11,0.4
HBC,157.0,0.0,0.0,0.0,0.0
HBSch,157.0,29.31,0.0,0.0,0.0
All,158.0,875.99,20.64,5.53,44.44
HBW,158.0,188.19,0.05,0.3,0.35
HBO,158.0,523.95,19.31,4.89,24.2
NHB,158.0,109.58,1.1,0.28,1.38
HBC,158.0,1.0,0.0,0.0,0.0
HBSch,158.0,53.27,0.18,0.06,18.52
All,159.0,28.98,0.05,0.01,0.06
HBW,159.0,0.0,0.0,0.0,0.0
HBO,159.0,0.0,0.0,0.0,0.0
NHB,159.0,28.98,0.05,0.01,0.06
HBC,159.0,0.0,0.0,0.0,0.0
HBSch,159.0,0.0,0.0,0.0,0.0
All,160.0,15.19,0.02,0.03,0.04
HBW,160.0,1.93,0.0,0.0,0.0
HBO,160.0,7.89,0.01,0.02,0.04
NHB,160.0,4.51,0.0,0.0,0.01
HBC,160.0,0.0,0.0,0.0,0.0
HBSch,160.0,0.86,0.0,0.0,0.0
All,161.0,233.71,5.33,1.56,12.57
HBW,161.0,48.95,0.02,0.14,0.17
HBO,161.0,142.18,4.95,1.32,6.27
NHB,161.0,26.88,0.3,0.08,0.38
HBC,161.0,0.0,0.0,0.0,0.0
HBSch,161.0,15.7,0.06,0.02,5.75
All,162.0,314.89,3.84,1.42,5.25
HBW,162.0,65.44,0.0,0.09,0.09
HBO,162.0,180.59,3.63,1.24,4.87
NHB,162.0,50.05,0.2,0.09,0.3
HBC,162.0,0.0,0.0,0.0,0.0
HBSch,162.0,18.8,0.0,0.0,0.0
All,163.0,70.08,1.19,0.41,3.34
HBW,163.0,14.11,0.0,0.03,0.03
HBO,163.0,43.18,1.09,0.35,1.44
NHB,163.0,7.93,0.08,0.02,0.1
HBC,163.0,0.0,0.0,0.0,0.0
HBSch,163.0,4.87,0.02,0.01,1.77
All,164.0,7.74,0.06,0.05,0.11
HBW,164.0,0.69,0.0,0.01,0.01
HBO,164.0,2.37,0.05,0.03,0.07
NHB,164.0,4.43,0.02,0.01,0.03
HBC,164.0,0.0,0.0,0.0,0.0
HBSch,164.0,0.25,0.0,0.0,0.0
All,165.0,138.28,0.27,0.12,0.4
HBW,165.0,0.0,0.0,0.0,0.0
HBO,165.0,0.0,0.0,0.0,0.0
NHB,165.0,138.28,0.27,0.12,0.4
HBC,165.0,0.0,0.0,0.0,0.0
HBSch,165.0,0.0,0.0,0.0,0.0
All,166.0,256.76,3.44,0.94,4.38
HBW,166.0,53.55,0.0,0.03,0.03
HBO,166.0,149.49,3.27,0.85,4.12
NHB,166.0,37.33,0.17,0.06,0.22
HBC,166.0,0.0,0.0,0.0,0.0
HBSch,166.0,16.4,0.0,0.0,0.0
All,167.0,138.91,1.97,0.65,2.62
HBW,167.0,27.17,0.0,0.05,0.05
HBO,167.0,81.21,1.86,0.55,2.41
NHB,167.0,19.64,0.12,0.04,0.16
HBC,167.0,0.0,0.0,0.0,0.0
HBSch,167.0,10.89,0.0,0.0,0.0
All,168.0,478.38,10.43,2.77,13.2
HBW,168.0,96.03,0.01,0.27,0.28
HBO,168.0,294.39,9.97,2.37,12.34
NHB,168.0,49.53,0.45,0.13,0.58
HBC,168.0,0.0,0.0,0.0,0.0
HBSch,168.0,38.43,0.0,0.0,0.0
All,169.0,129.17,1.93,0.82,2.75
HBW,169.0,27.98,0.0,0.12,0.12
HBO,169.0,74.5,1.82,0.64,2.46
NHB,169.0,17.93,0.11,0.05,0.17
HBC,169.0,0.0,0.0,0.0,0.0
HBSch,169.0,8.77,0.0,0.0,0.0
All,170.0,255.79,8.52,1.01,9.53
HBW,170.0,50.1,0.27,0.07,0.34
HBO,170.0,144.41,7.72,0.87,8.59
NHB,170.0,43.47,0.53,0.07,0.59
HBC,170.0,0.0,0.0,0.0,0.0
HBSch,170.0,17.82,0.0,0.0,0.0
All,171.0,389.55,10.83,1.43,12.26
HBW,171.0,75.98,0.02,0.04,0.06
HBO,171.0,239.39,10.34,1.33,11.67
NHB,171.0,43.83,0.47,0.06,0.53
HBC,171.0,0.0,0.0,0.0,0.0
HBSch,171.0,30.35,0.0,0.0,0.0
All,172.0,750.42,14.69,5.19,43.61
HBW,172.0,157.43,0.01,0.75,0.76
HBO,172.0,456.81,13.76,4.13,17.89
NHB,172.0,84.33,0.68,0.25,0.93
HBC,172.0,0.0,0.0,0.0,0.0
HBSch,172.0,51.85,0.24,0.06,24.03
All,173.0,644.03,9.32,4.96,14.27
HBW,173.0,123.22,0.01,0.68,0.69
HBO,173.0,397.82,8.99,4.03,13.02
NHB,173.0,65.67,0.32,0.25,0.57
HBC,173.0,0.0,0.0,0.0,0.0
HBSch,173.0,57.32,0.0,0.0,0.0
All,174.0,245.26,3.24,1.15,4.39
HBW,174.0,50.71,0.0,0.09,0.09
HBO,174.0,140.68,3.04,0.99,4.04
NHB,174.0,34.45,0.19,0.07,0.27
HBC,174.0,4.0,0.0,0.0,0.0
HBSch,174.0,15.42,0.0,0.0,0.0
All,175.0,410.32,7.92,2.23,21.64
HBW,175.0,72.12,0.12,0.21,0.33
HBO,175.0,218.21,6.77,1.75,8.52
NHB,175.0,93.67,0.92,0.25,1.16
HBC,175.0,1.0,0.0,0.0,0.0
HBSch,175.0,25.32,0.12,0.03,11.63
All,176.0,73.39,0.88,0.7,1.58
HBW,176.0,16.37,0.0,0.12,0.13
HBO,176.0,40.43,0.81,0.51,1.32
NHB,176.0,12.78,0.06,0.06,0.12
HBC,176.0,0.0,0.0,0.0,0.0
HBSch,176.0,3.81,0.0,0.0,0.0
All,177.0,261.24,8.01,0.99,9.0
HBW,177.0,52.79,0.02,0.04,0.06
HBO,177.0,155.23,7.63,0.91,8.54
NHB,177.0,30.89,0.36,0.05,0.4
HBC,177.0,2.0,0.0,0.0,0.0
HBSch,177.0,20.34,0.0,0.0,0.0
All,178.0,305.18,8.09,1.11,9.2
HBW,178.0,62.25,0.27,0.07,0.34
HBO,178.0,175.64,7.37,0.98,8.35
NHB,178.0,46.29,0.45,0.07,0.52
HBC,178.0,2.0,0.0,0.0,0.0
HBSch,178.0,19.01,0.0,0.0,0.0
All,179.0,70.9,0.45,0.2,0.65
HBW,179.0,11.66,0.0,0.01,0.01
HBO,179.0,41.92,0.42,0.18,0.6
NHB,179.0,11.05,0.03,0.02,0.05
HBC,179.0,0.0,0.0,0.0,0.0
HBSch,179.0,6.27,0.0,0.0,0.0
All,180.0,276.13,3.92,1.18,5.1
HBW,180.0,57.7,0.01,0.07,0.08
HBO,180.0,163.85,3.73,1.04,4.77
NHB,180.0,34.1,0.18,0.07,0.25
HBC,180.0,0.0,0.0,0.0,0.0
HBSch,180.0,20.49,0.0,0.0,0.0
All,181.0,317.36,5.35,1.66,7.01
HBW,181.0,67.98,0.0,0.14,0.14
HBO,181.0,188.7,5.05,1.42,6.48
NHB,181.0,39.15,0.29,0.1,0.39
HBC,181.0,0.0,0.0,0.0,0.0
HBSch,181.0,21.54,0.0,0.0,0.0
All,182.0,444.54,8.68,2.73,26.04
HBW,182.0,92.5,0.01,0.26,0.27
HBO,182.0,270.44,8.1,2.28,10.39
NHB,182.0,49.09,0.42,0.14,0.56
HBC,182.0,0.0,0.0,0.0,0.0
HBSch,182.0,32.5,0.15,0.04,14.82
All,183.0,161.29,1.47,0.64,2.11
HBW,183.0,35.33,0.07,0.06,0.13
HBO,183.0,86.19,1.31,0.52,1.83
NHB,183.0,30.41,0.1,0.06,0.16
HBC,183.0,0.0,0.0,0.0,0.0
HBSch,183.0,9.37,0.0,0.0,0.0
All,184.0,532.15,8.78,3.93,28.02
HBW,184.0,115.99,0.0,0.51,0.52
HBO,184.0,317.46,8.17,3.15,11.32
NHB,184.0,64.62,0.45,0.22,0.67
HBC,184.0,0.0,0.0,0.0,0.0
HBSch,184.0,34.08,0.15,0.04,15.51
All,185.0,382.79,6.71,3.43,10.13
HBW,185.0,81.67,0.03,0.52,0.55
HBO,185.0,223.71,6.35,2.68,9.03
NHB,185.0,48.15,0.33,0.22,0.55
HBC,185.0,4.0,0.0,0.0,0.0
HBSch,185.0,25.26,0.0,0.0,0.0
All,186.0,102.93,1.8,1.03,2.83
HBW,186.0,18.71,0.03,0.16,0.19
HBO,186.0,63.11,1.68,0.79,2.47
NHB,186.0,11.88,0.09,0.07,0.16
HBC,186.0,0.0,0.0,0.0,0.0
HBSch,186.0,9.23,0.0,0.0,0.0
All,187.0,128.8,4.19,0.45,4.64
HBW,187.0,24.3,0.06,0.02,0.08
HBO,187.0,67.26,3.78,0.39,4.16
NHB,187.0,30.18,0.35,0.04,0.39
HBC,187.0,0.0,0.0,0.0,0.0
HBSch,187.0,7.06,0.0,0.0,0.0
All,188.0,38.65,0.11,0.08,0.19
HBW,188.0,6.7,0.0,0.0,0.0
HBO,188.0,24.27,0.1,0.07,0.17
NHB,188.0,4.32,0.0,0.0,0.01
HBC,188.0,0.0,0.0,0.0,0.0
HBSch,188.0,3.36,0.0,0.0,0.0
All,189.0,571.18,10.11,3.19,13.3
HBW,189.0,118.84,0.01,0.27,0.28
HBO,189.0,327.91,9.59,2.73,12.32
NHB,189.0,65.05,0.52,0.18,0.7
HBC,189.0,20.0,0.0,0.0,0.0
HBSch,189.0,39.38,0.0,0.0,0.0
All,190.0,672.22,14.21,4.55,18.77
HBW,190.0,144.65,0.0,0.58,0.58
HBO,190.0,400.63,13.46,3.72,17.19
NHB,190.0,78.31,0.75,0.25,1.0
HBC,190.0,0.0,0.0,0.0,0.0
HBSch,190.0,48.63,0.0,0.0,0.0
All,191.0,793.38,16.14,6.17,22.31
HBW,191.0,170.24,0.01,0.95,0.96
HBO,191.0,471.97,15.3,4.88,20.18
NHB,191.0,89.89,0.84,0.34,1.17
HBC,191.0,1.0,0.0,0.0,0.0
HBSch,191.0,60.29,0.0,0.0,0.0
All,192.0,13.39,0.05,0.05,0.1
HBW,192.0,2.25,0.0,0.0,0.0
HBO,192.0,5.55,0.04,0.04,0.08
NHB,192.0,5.13,0.01,0.01,0.02
HBC,192.0,0.0,0.0,0.0,0.0
HBSch,192.0,0.46,0.0,0.0,0.0
All,193.0,1316.64,28.43,10.45,38.89
HBW,193.0,271.57,0.01,1.43,1.44
HBO,193.0,778.05,27.02,8.44,35.46
NHB,193.0,143.96,1.4,0.58,1.98
HBC,193.0,19.0,0.0,0.0,0.0
HBSch,193.0,104.05,0.0,0.0,0.0
All,194.0,0.0,0.0,0.0,0.0
HBW,194.0,0.0,0.0,0.0,0.0
HBO,194.0,0.0,0.0,0.0,0.0
NHB,194.0,0.0,0.0,0.0,0.0
HBC,194.0,0.0,0.0,0.0,0.0
HBSch,194.0,0.0,0.0,0.0,0.0
All,195.0,528.7,12.48,3.48,34.86
HBW,195.0,119.01,0.06,0.32,0.38
HBO,195.0,310.66,11.45,2.88,14.33
